"id","title","production_countries"
9623,"The Juror","United States of America"
10895,"Pinocchio","United States of America"
10935,"Heaven's Gate","United States of America"
834,"Underworld: Evolution","United States of America"
228066,"Victor Frankenstein","United Kingdom"
228066,"Victor Frankenstein","United States of America"
711,"Finding Forrester","United States of America"
10468,"28 Days","United States of America"
10027,"Unleashed","France"
10027,"Unleashed","United Kingdom"
10027,"Unleashed","United States of America"
11812,"The Sweetest Thing","United States of America"
37233,"The Firm","United States of America"
37950,"Charlie St. Cloud","United States of America"
27582,"The Mechanic","United States of America"
64688,"21 Jump Street","United States of America"
509,"Notting Hill","United Kingdom"
509,"Notting Hill","United States of America"
7443,"Chicken Run","United Kingdom"
5966,"Along Came Polly","United States of America"
11066,"Boomerang","United States of America"
136795,"The Heat","United States of America"
8095,"Cleopatra","United Kingdom"
8095,"Cleopatra","United States of America"
8095,"Cleopatra","Switzerland"
87826,"Here Comes the Boom","United States of America"
11560,"High Crimes","United States of America"
25189,"The Mirror Has Two Faces","United States of America"
2637,"The Mothman Prophecies","United States of America"
18480,"Brüno","United States of America"
709,"Licence to Kill","United Kingdom"
709,"Licence to Kill","United States of America"
49730,"Red Riding Hood","Canada"
49730,"Red Riding Hood","United States of America"
2749,"15 Minutes","Germany"
2749,"15 Minutes","United States of America"
9607,"Super Mario Bros.","United Kingdom"
9607,"Super Mario Bros.","United States of America"
1830,"Lord of War","France"
1830,"Lord of War","United States of America"
1830,"Lord of War","Germany"
79,"Hero","China"
54054,"One for the Money","United States of America"
228967,"The Interview","United States of America"
46528,"The Warrior's Way","New Zealand"
46528,"The Warrior's Way","South Korea"
27936,"Micmacs","France"
65,"8 Mile","United States of America"
280391,"Why I Did (Not) Eat My Father","France"
9476,"A Knight's Tale","United States of America"
10610,"The Medallion","Hong Kong"
10610,"The Medallion","United States of America"
745,"The Sixth Sense","United States of America"
49527,"Man on a Ledge","United States of America"
73937,"The Big Year","United States of America"
1885,"The Karate Kid","United States of America"
168672,"American Hustle","United States of America"
18240,"The Proposal","United States of America"
10398,"Double Jeopardy","Canada"
10398,"Double Jeopardy","United States of America"
165,"Back to the Future Part II","United States of America"
240832,"Lucy","France"
240832,"Lucy","United States of America"
216015,"Fifty Shades of Grey","United States of America"
12279,"Spy Kids 3-D: Game Over","United States of America"
1645,"A Time to Kill","United States of America"
11007,"Cheaper by the Dozen","United States of America"
193756,"Lone Survivor","United States of America"
11287,"A League of Their Own","United States of America"
259693,"The Conjuring 2","Canada"
259693,"The Conjuring 2","United States of America"
37799,"The Social Network","United States of America"
10184,"He's Just Not That Into You","Netherlands"
10184,"He's Just Not That Into You","United States of America"
10184,"He's Just Not That Into You","Germany"
4257,"Scary Movie 4","United States of America"
4234,"Scream 3","United States of America"
196,"Back to the Future Part III","United States of America"
257091,"Get Hard","United States of America"
6114,"Dracula","United States of America"
24803,"Julie & Julia","United States of America"
109410,"42","United States of America"
1213,"The Talented Mr. Ripley","United States of America"
100042,"Dumb and Dumber To","United States of America"
9036,"Eight Below","United States of America"
257211,"The Intern","United States of America"
323675,"Ride Along 2","United States of America"
9361,"The Last of the Mohicans","United States of America"
1677,"Ray","United States of America"
187,"Sin City","United States of America"
7461,"Vantage Point","United States of America"
16538,"I Love You, Man","United States of America"
9889,"Shallow Hal","United States of America"
820,"JFK","United States of America"
11565,"Big Momma's House 2","United States of America"
6073,"The Mexican","Mexico"
6073,"The Mexican","United States of America"
16996,"17 Again","United States of America"
193610,"The Other Woman","United States of America"
19912,"The Final Destination","United States of America"
296098,"Bridge of Spies","India"
296098,"Bridge of Spies","United States of America"
296098,"Bridge of Spies","Germany"
8007,"Behind Enemy Lines","United States of America"
32823,"Get Him to the Greek","United States of America"
4380,"Shall We Dance?","United States of America"
11551,"Small Soldiers","United States of America"
10336,"Spawn","United States of America"
11362,"The Count of Monte Cristo","United States of America"
50348,"The Lincoln Lawyer","United States of America"
48138,"Unknown","France"
48138,"Unknown","Germany"
48138,"Unknown","United Kingdom"
1124,"The Prestige","United States of America"
227159,"Horrible Bosses 2","United States of America"
68179,"Escape from Planet Earth","Canada"
68179,"Escape from Planet Earth","United States of America"
1579,"Apocalypto","United States of America"
708,"The Living Daylights","United Kingdom"
708,"The Living Daylights","United States of America"
34851,"Predators","United States of America"
9930,"Legal Eagles","United States of America"
1586,"Secret Window","United States of America"
2044,"The Lake House","United States of America"
9913,"The Skeleton Key","Germany"
9913,"The Skeleton Key","United States of America"
71864,"The Odd Life of Timothy Green","United States of America"
10761,"Made of Honor","United Kingdom"
10761,"Made of Honor","United States of America"
209451,"Jersey Boys","United States of America"
11975,"The Rainmaker","United States of America"
4970,"Gothika","United States of America"
11831,"Amistad","United States of America"
9096,"Medicine Man","United States of America"
440,"Aliens vs Predator: Requiem","United States of America"
11011,"Ri¢hie Ri¢h","United States of America"
10641,"Autumn in New York","United States of America"
11172,"Music and Lyrics","United States of America"
39513,"Paul","United States of America"
39513,"Paul","United Kingdom"
82687,"The Guilt Trip","United States of America"
41446,"Scream 4","United States of America"
8224,"8MM","United States of America"
10537,"The Doors","United States of America"
225886,"Sex Tape","United States of America"
10385,"Hanging Up","Germany"
10385,"Hanging Up","United States of America"
55779,"Final Destination 5","United States of America"
10154,"Mickey Blue Eyes","United Kingdom"
10154,"Mickey Blue Eyes","United States of America"
10647,"Pay It Forward","United States of America"
11431,"Fever Pitch","Germany"
11431,"Fever Pitch","United States of America"
8457,"Drillbit Taylor","United States of America"
188161,"A Million Ways to Die in the West","United States of America"
8850,"The Shadow","United States of America"
64685,"Extremely Loud & Incredibly Close","United States of America"
38357,"Morning Glory","United States of America"
10060,"Get Rich or Die Tryin'","United States of America"
11398,"The Art of War","Canada"
11398,"The Art of War","United States of America"
1833,"Rent","United States of America"
10391,"Bless the Child","United States of America"
8970,"The Out-of-Towners","United States of America"
9306,"The Island of Dr. Moreau","United States of America"
11370,"The Musketeer","United Kingdom"
11370,"The Musketeer","United States of America"
11370,"The Musketeer","Germany"
11370,"The Musketeer","Luxembourg"
12184,"The Other Boleyn Girl","United Kingdom"
12184,"The Other Boleyn Girl","United States of America"
1921,"Sweet November","United States of America"
1683,"The Reaping","United States of America"
203,"Mean Streets","United States of America"
11858,"Renaissance Man","Canada"
11858,"Renaissance Man","United States of America"
62835,"Colombiana","France"
18937,"Quest for Camelot","United States of America"
13536,"City By The Sea","United States of America"
15556,"At First Sight","United States of America"
10718,"Torque","Australia"
10718,"Torque","United States of America"
11062,"City Hall","United States of America"
10802,"Showgirls","France"
10802,"Showgirls","United States of America"
1887,"Marie Antoinette","France"
1887,"Marie Antoinette","United States of America"
1887,"Marie Antoinette","Japan"
6071,"Kiss of Death","United States of America"
10461,"Get Carter","United States of America"
80278,"The Impossible","United States of America"
80278,"The Impossible","Spain"
12704,"Ishtar","United States of America"
10315,"Fantastic Mr. Fox","United States of America"
16643,"Life or Something Like It","Canada"
16643,"Life or Something Like It","United States of America"
2687,"Memoirs of an Invisible Man","France"
2687,"Memoirs of an Invisible Man","United States of America"
194,"Amélie","France"
194,"Amélie","Germany"
11025,"New York Minute","United States of America"
8849,"Alfie","United Kingdom"
8849,"Alfie","United States of America"
78698,"Big Miracle","United Kingdom"
78698,"Big Miracle","United States of America"
30943,"The Deep End of the Ocean","United States of America"
9544,"FearDotCom","Germany"
9544,"FearDotCom","Luxembourg"
9544,"FearDotCom","United Kingdom"
9544,"FearDotCom","United States of America"
24418,"Cirque du Freak: The Vampire's Assistant","United States of America"
7288,"Duplex","Germany"
7288,"Duplex","United States of America"
14655,"Soul Men","United States of America"
24575,"Raise the Titanic","United Kingdom"
10366,"Universal Soldier: The Return","United States of America"
19898,"Pandorum","Germany"
19898,"Pandorum","United Kingdom"
4965,"Impostor","United States of America"
15074,"Extreme Ops","United States of America"
56715,"Just Visiting","France"
56715,"Just Visiting","United States of America"
1272,"Sunshine","United Kingdom"
1272,"Sunshine","United States of America"
72358,"A Thousand Words","United States of America"
20542,"Delgo","United States of America"
266396,"The Gunman","France"
266396,"The Gunman","Spain"
266396,"The Gunman","United Kingdom"
266396,"The Gunman","United States of America"
9978,"Stormbreaker","Germany"
9978,"Stormbreaker","United Kingdom"
9978,"Stormbreaker","United States of America"
8271,"Disturbia","United States of America"
10428,"Hackers","United States of America"
5353,"The Hunting Party","Bosnia and Herzegovina"
5353,"The Hunting Party","United States of America"
11934,"The Hudsucker Proxy","Germany"
11934,"The Hudsucker Proxy","United Kingdom"
11934,"The Hudsucker Proxy","United States of America"
14392,"The Warlords","China"
14392,"The Warlords","Hong Kong"
19495,"Nomad: The Warrior","France"
19495,"Nomad: The Warrior","Kazakhstan"
110415,"Snowpiercer","South Korea"
110415,"Snowpiercer","France"
110415,"Snowpiercer","Czech Republic"
110415,"Snowpiercer","United States of America"
77459,"A Monster in Paris","France"
26486,"The Last Shot","United States of America"
9495,"The Crow","United States of America"
256040,"Baahubali: The Beginning","India"
24420,"The Time Traveler's Wife","United States of America"
1257,"Because I Said So","United States of America"
62214,"Frankenweenie","United States of America"
16320,"Serenity","United States of America"
8842,"Against the Ropes","Germany"
8842,"Against the Ropes","United States of America"
9531,"Superman III","United Kingdom"
9531,"Superman III","United States of America"
64807,"Grudge Match","United States of America"
12289,"Red Cliff","China"
11529,"Sweet Home Alabama","United States of America"
20943,"The Ugly Truth","United States of America"
9099,"Sgt. Bilko","United States of America"
9488,"Spy Kids 2: The Island of Lost Dreams","United States of America"
193,"Star Trek: Generations","United States of America"
44865,"The Grandmaster","China"
44865,"The Grandmaster","Hong Kong"
55787,"Water for Elephants","United States of America"
257932,"Dragon Nest: Warriors' Dawn","China"
257932,"Dragon Nest: Warriors' Dawn","France"
257932,"Dragon Nest: Warriors' Dawn","United States of America"
10400,"The Hurricane","United States of America"
1957,"Enough","United States of America"
10833,"Heartbreakers","United States of America"
256961,"Paul Blart: Mall Cop 2","United States of America"
5852,"Angel Eyes","United States of America"
12312,"Joe Somebody","United States of America"
622,"The Ninth Gate","France"
622,"The Ninth Gate","Portugal"
622,"The Ninth Gate","Spain"
11306,"Extreme Measures","United States of America"
12508,"Rock Star","United States of America"
25793,"Precious","United States of America"
10534,"White Squall","United States of America"
1091,"The Thing","United States of America"
87421,"Riddick","United States of America"
10871,"Switchback","United States of America"
13503,"Texas Rangers","United States of America"
13600,"City of Ember","United States of America"
68722,"The Master","United States of America"
14324,"Virgin Territory","Luxembourg"
14324,"Virgin Territory","Italy"
14324,"Virgin Territory","France"
14324,"Virgin Territory","United Kingdom"
14325,"The Express","Germany"
14325,"The Express","United States of America"
299687,"The 5th Wave","United States of America"
312221,"Creed","United States of America"
23168,"The Town","United States of America"
76494,"What to Expect When You're Expecting","United States of America"
4944,"Burn After Reading","United States of America"
4944,"Burn After Reading","United Kingdom"
4944,"Burn After Reading","France"
10488,"Nim's Island","United States of America"
96721,"Rush","Germany"
96721,"Rush","United Kingdom"
334,"Magnolia","United States of America"
23742,"Cop Out","United States of America"
259694,"How to Be Single","United States of America"
62837,"Dolphin Tale","United States of America"
8966,"Twilight","United States of America"
8470,"John Q","United States of America"
11001,"Blue Streak","Germany"
11001,"Blue Streak","United States of America"
138832,"We're the Millers","United States of America"
16911,"The Inhabited Island","Russia"
2163,"Breakdown","United States of America"
36670,"Never Say Never Again","Germany"
36670,"Never Say Never Again","United Kingdom"
36670,"Never Say Never Again","United States of America"
23048,"Hot Tub Time Machine","United States of America"
227735,"Dolphin Tale 2","United States of America"
2155,"Reindeer Games","United States of America"
8409,"A Man Apart","Germany"
8409,"A Man Apart","United States of America"
222936,"Aloha","United States of America"
31908,"Ghosts of Mississippi","United States of America"
10219,"Snow Falling on Cedars","United States of America"
48171,"The Rite","United States of America"
48171,"The Rite","Hungary"
48171,"The Rite","Italy"
782,"Gattaca","United States of America"
75531,"Isn't She Great","United States of America"
11802,"Space Chimps","United States of America"
9776,"Head of State","United States of America"
18785,"The Hangover","Germany"
18785,"The Hangover","United States of America"
365222,"Ip Man 3","Hong Kong"
817,"Austin Powers: The Spy Who Shagged Me","United States of America"
268,"Batman","United Kingdom"
268,"Batman","United States of America"
943,"Lethal Weapon 3","United States of America"
22881,"The Blind Side","United States of America"
10054,"Spy Kids","United States of America"
51540,"Horrible Bosses","United States of America"
44264,"True Grit","United States of America"
350,"The Devil Wears Prada","United States of America"
152,"Star Trek: The Motion Picture","United States of America"
109431,"Identity Thief","United States of America"
1598,"Cape Fear","United States of America"
8065,"21","United States of America"
271718,"Trainwreck","United States of America"
11638,"Guess Who","United States of America"
409,"The English Patient","United Kingdom"
409,"The English Patient","United States of America"
2118,"L.A. Confidential","United States of America"
11459,"Sky High","United States of America"
10806,"In & Out","United States of America"
9348,"Species","United States of America"
377,"A Nightmare on Elm Street","United States of America"
8843,"The Cell","Germany"
8843,"The Cell","United States of America"
9313,"The Man in the Iron Mask","United Kingdom"
9313,"The Man in the Iron Mask","United States of America"
39486,"Secretariat","United States of America"
1273,"TMNT","United States of America"
13920,"Radio","United States of America"
50544,"Friends with Benefits","United States of America"
325133,"Neighbors 2: Sorority Rising","United States of America"
140823,"Saving Mr. Banks","Australia"
140823,"Saving Mr. Banks","United Kingdom"
140823,"Saving Mr. Banks","United States of America"
1883,"Malcolm X","United States of America"
89492,"This Is 40","United States of America"
22949,"Old Dogs","United States of America"
12437,"Underworld: Rise of the Lycans","United States of America"
2959,"License to Wed","Australia"
2959,"License to Wed","United States of America"
9957,"The Benchwarmers","United States of America"
11648,"Must Love Dogs","United States of America"
9366,"Donnie Brasco","United States of America"
1576,"Resident Evil","France"
1576,"Resident Evil","Germany"
1576,"Resident Evil","United Kingdom"
1576,"Resident Evil","United States of America"
609,"Poltergeist","United States of America"
5516,"The Ladykillers","United States of America"
13051,"Max Payne","United States of America"
13051,"Max Payne","Canada"
49530,"In Time","United States of America"
34806,"The Back-Up Plan","United States of America"
49022,"Something Borrowed","United States of America"
11469,"Black Knight","United States of America"
23479,"The Bad News Bears","United States of America"
11667,"Street Fighter","Japan"
11667,"Street Fighter","United States of America"
423,"The Pianist","France"
423,"The Pianist","Germany"
423,"The Pianist","Poland"
423,"The Pianist","United Kingdom"
2447,"The Nativity Story","United States of America"
10066,"House of Wax","United States of America"
2288,"Closer","United States of America"
88794,"J. Edgar","United States of America"
13515,"Mirrors","Romania"
13515,"Mirrors","United States of America"
11979,"Queen of the Damned","Australia"
11979,"Queen of the Damned","United States of America"
169,"Predator 2","United States of America"
8090,"Untraceable","United States of America"
11622,"Blast from the Past","United States of America"
3604,"Flash Gordon","United States of America"
9541,"Jersey Girl","United States of America"
94348,"Alex Cross","United States of America"
8197,"Midnight in the Garden of Good and Evil","United States of America"
336004,"Heist","United States of America"
35019,"Nanny McPhee and the Big Bang","United States of America"
35019,"Nanny McPhee and the Big Bang","United Kingdom"
35019,"Nanny McPhee and the Big Bang","France"
10410,"Hoffa","United States of America"
8836,"The X Files: I Want to Believe","Canada"
8836,"The X Files: I Want to Believe","United States of America"
14442,"Ella Enchanted","Ireland"
14442,"Ella Enchanted","United Kingdom"
321741,"Concussion","Australia"
321741,"Concussion","United States of America"
321741,"Concussion","United Kingdom"
59965,"Abduction","United States of America"
14175,"Valiant","United Kingdom"
11004,"Wonder Boys","Germany"
11004,"Wonder Boys","Japan"
11004,"Wonder Boys","United Kingdom"
11004,"Wonder Boys","United States of America"
11918,"Superhero Movie","United States of America"
98357,"Broken City","United States of America"
10012,"Cursed","Germany"
10012,"Cursed","United States of America"
49526,"Premium Rush","United States of America"
268920,"Hot Pursuit","United States of America"
9093,"The Four Feathers","United Kingdom"
9093,"The Four Feathers","United States of America"
119283,"Parker","United States of America"
11823,"Wimbledon","France"
11823,"Wimbledon","United Kingdom"
35169,"Furry Vengeance","United Arab Emirates"
35169,"Furry Vengeance","United States of America"
118957,"Bait","Singapore"
118957,"Bait","Australia"
849,"Krull","Spain"
849,"Krull","United Kingdom"
849,"Krull","Italy"
849,"Krull","United States of America"
4515,"Lions for Lambs","United States of America"
18886,"Flight of the Intruder","United States of America"
6575,"Walk Hard: The Dewey Cox Story","United States of America"
6440,"The Shipping News","United States of America"
13496,"American Outlaws","United States of America"
18320,"The Young Victoria","United Kingdom"
18320,"The Young Victoria","United States of America"
22787,"Whiteout","Canada"
22787,"Whiteout","France"
22787,"Whiteout","United States of America"
8967,"The Tree of Life","United States of America"
37498,"Knock Off","Aruba"
37498,"Knock Off","Hong Kong"
37498,"Knock Off","United States of America"
144336,"Sabotage","United States of America"
9616,"The Order","Germany"
9616,"The Order","United States of America"
13056,"Punisher: War Zone","Canada"
13056,"Punisher: War Zone","Germany"
13056,"Punisher: War Zone","United States of America"
14113,"Zoom","United States of America"
285783,"The Walk","United States of America"
49478,"Warriors of Virtue","China"
49478,"Warriors of Virtue","United States of America"
9726,"A Good Year","United States of America"
20763,"Radio Flyer","United States of America"
9702,"Bound by Honor","United States of America"
9311,"Smilla's Sense of Snow","Germany"
9311,"Smilla's Sense of Snow","Denmark"
9311,"Smilla's Sense of Snow","Sweden"
9280,"Femme Fatale","Switzerland"
9280,"Femme Fatale","France"
26843,"Lion of the Desert","Libyan Arab Jamahiriya"
26843,"Lion of the Desert","United States of America"
11876,"The Horseman on the Roof","France"
22267,"Ride with the Devil","United States of America"
45958,"Biutiful","Mexico"
45958,"Biutiful","Spain"
1969,"Bandidas","United States of America"
1969,"Bandidas","France"
1969,"Bandidas","Mexico"
310706,"Black Water Transit","United States of America"
198663,"The Maze Runner","United States of America"
239573,"Unfinished Business","United States of America"
10436,"The Age of Innocence","United States of America"
1381,"The Fountain","United States of America"
2162,"Chill Factor","United States of America"
127493,"Stolen","United States of America"
12429,"Ponyo","Japan"
228205,"The Longest Ride","United States of America"
2900,"The Astronaut's Wife","United States of America"
21311,"I Dreamed of Africa","United States of America"
77875,"Playing for Keeps","United States of America"
192136,"Mandela: Long Walk to Freedom","United Kingdom"
192136,"Mandela: Long Walk to Freedom","South Africa"
18254,"Reds","United States of America"
881,"A Few Good Men","United States of America"
10877,"Exit Wounds","Canada"
10877,"Exit Wounds","United States of America"
9600,"Big Momma's House","Germany"
9600,"Big Momma's House","United States of America"
202575,"Thunder and the House of Magic","Belgium"
202575,"Thunder and the House of Magic","United States of America"
71469,"The Darkest Hour","United States of America"
71469,"The Darkest Hour","Russia"
85446,"Step Up Revolution","United States of America"
326,"Snakes on a Plane","United States of America"
10685,"The Watcher","United States of America"
7220,"The Punisher","Germany"
7220,"The Punisher","United States of America"
9763,"Goal!: The Dream Begins","United Kingdom"
9763,"Goal!: The Dream Begins","United States of America"
72387,"Safe","United States of America"
12596,"Pushing Tin","Germany"
12596,"Pushing Tin","United States of America"
1892,"Return of the Jedi","United States of America"
13460,"Doomsday","Germany"
13460,"Doomsday","United Kingdom"
13460,"Doomsday","United States of America"
13460,"Doomsday","South Africa"
8055,"The Reader","Germany"
8055,"The Reader","United States of America"
50647,"Wanderlust","United States of America"
10719,"Elf","United States of America"
10719,"Elf","Germany"
9294,"Phenomenon","United States of America"
11888,"Snow Dogs","Canada"
11888,"Snow Dogs","United States of America"
9647,"Scrooged","United States of America"
9353,"Nacho Libre","United States of America"
55721,"Bridesmaids","United States of America"
109414,"This Is the End","United States of America"
10307,"Stigmata","United States of America"
11978,"Men of Honor","United States of America"
22907,"Takers","United States of America"
87567,"The Big Wedding","United States of America"
38322,"Big Mommas: Like Father, Like Son","United States of America"
45612,"Source Code","Canada"
45612,"Source Code","United States of America"
7305,"Alive","United States of America"
3594,"The Number 23","Germany"
3594,"The Number 23","United States of America"
157841,"The Young and Prodigious T.S. Spivet","Canada"
157841,"The Young and Prodigious T.S. Spivet","France"
11519,"1941","United States of America"
59,"A History of Violence","United States of America"
59,"A History of Violence","Canada"
59,"A History of Violence","Germany"
9335,"Transporter 2","France"
9335,"Transporter 2","United States of America"
12106,"The Quick and the Dead","Japan"
12106,"The Quick and the Dead","United States of America"
11141,"Laws of Attraction","Germany"
11141,"Laws of Attraction","Ireland"
11141,"Laws of Attraction","United Kingdom"
8649,"Bringing Out the Dead","United States of America"
31867,"Repo Men","Canada"
31867,"Repo Men","United States of America"
10253,"Dragon Wars: D-War","South Korea"
3587,"Bogus","United States of America"
124459,"The Incredible Burt Wonderstone","United States of America"
24662,"Cats Don't Dance","United States of America"
32274,"Cradle Will Rock","United States of America"
182,"The Good German","United States of America"
5494,"George and the Dragon","Germany"
5494,"George and the Dragon","United Kingdom"
5494,"George and the Dragon","United States of America"
5494,"George and the Dragon","Luxembourg"
28,"Apocalypse Now","United States of America"
38073,"Going the Distance","United States of America"
2054,"Mr. Holland's Opus","United States of America"
302156,"Criminal","United Kingdom"
302156,"Criminal","United States of America"
606,"Out of Africa","United States of America"
87502,"Flight","United States of America"
698,"Moonraker","France"
698,"Moonraker","United Kingdom"
698,"Moonraker","United States of America"
120467,"The Grand Budapest Hotel","United Kingdom"
120467,"The Grand Budapest Hotel","United States of America"
120467,"The Grand Budapest Hotel","Germany"
11313,"Hearts in Atlantis","Australia"
11313,"Hearts in Atlantis","United States of America"
6488,"Arachnophobia","United States of America"
10559,"Frequency","United States of America"
296099,"Vacation","United States of America"
8012,"Get Shorty","United States of America"
1574,"Chicago","United States of America"
9032,"Big Daddy","United States of America"
2770,"American Pie 2","United States of America"
862,"Toy Story","United States of America"
1637,"Speed","United States of America"
72570,"The Vow","United States of America"
27569,"Extraordinary Measures","United States of America"
10637,"Remember the Titans","United States of America"
1669,"The Hunt for Red October","United States of America"
132363,"The Butler","United States of America"
9472,"DodgeBall: A True Underdog Story","Germany"
9472,"DodgeBall: A True Underdog Story","United States of America"
2907,"The Addams Family","United States of America"
9273,"Ace Ventura: When Nature Calls","United States of America"
9880,"The Princess Diaries","United States of America"
2925,"The First Wives Club","United States of America"
807,"Se7en","United States of America"
17654,"District 9","United States of America"
17654,"District 9","New Zealand"
17654,"District 9","Canada"
17654,"District 9","South Africa"
11836,"The SpongeBob SquarePants Movie","United States of America"
322,"Mystic River","United States of America"
70,"Million Dollar Baby","United States of America"
9535,"Analyze This","Australia"
9535,"Analyze This","United States of America"
11036,"The Notebook","United States of America"
6557,"27 Dresses","United States of America"
18126,"Hannah Montana: The Movie","United States of America"
16340,"Rugrats in Paris: The Movie","Germany"
16340,"Rugrats in Paris: The Movie","United States of America"
10333,"The Prince of Tides","United States of America"
4476,"Legends of the Fall","United States of America"
22947,"Up in the Air","United States of America"
2755,"About Schmidt","United States of America"
82654,"Warm Bodies","Canada"
59967,"Looper","China"
59967,"Looper","United States of America"
16300,"Down to Earth","United States of America"
9598,"Babe","Australia"
9598,"Babe","United States of America"
82696,"Hope Springs","United States of America"
9870,"Forgetting Sarah Marshall","United States of America"
8292,"Four Brothers","United States of America"
8780,"Baby Mama","United States of America"
9715,"Hope Floats","United States of America"
10521,"Bride Wars","United States of America"
10762,"Without a Paddle","United States of America"
10096,"13 Going on 30","United States of America"
59436,"Midnight in Paris","Spain"
59436,"Midnight in Paris","United States of America"
227783,"The Nut Job","Canada"
227783,"The Nut Job","South Korea"
4133,"Blow","United States of America"
10207,"Message in a Bottle","United States of America"
172,"Star Trek V: The Final Frontier","United States of America"
21972,"Like Mike","United States of America"
36593,"The Naked Gun 33⅓: The Final Insult","United States of America"
707,"A View to a Kill","France"
707,"A View to a Kill","Iceland"
707,"A View to a Kill","United Kingdom"
707,"A View to a Kill","United States of America"
533,"The Curse of the Were-Rabbit","United Kingdom"
533,"The Curse of the Were-Rabbit","United States of America"
6023,"P.S. I Love You","United States of America"
6439,"Racing Stripes","United States of America"
6439,"Racing Stripes","South Africa"
4347,"Atonement","United Kingdom"
4347,"Atonement","France"
4347,"Atonement","United States of America"
37056,"Letters to Juliet","United States of America"
4105,"Black Rain","United States of America"
76489,"The Three Stooges","United States of America"
3933,"Corpse Bride","United States of America"
9918,"Glory Road","United States of America"
273481,"Sicario","United States of America"
307081,"Southpaw","United States of America"
16871,"Drag Me to Hell","United States of America"
293863,"The Age of Adaline","United States of America"
13156,"Secondhand Lions","United States of America"
41233,"Step Up 3D","United States of America"
9266,"Blue Crush","Germany"
9266,"Blue Crush","United States of America"
1262,"Stranger Than Fiction","United States of America"
4513,"30 Days of Night","New Zealand"
4513,"30 Days of Night","United States of America"
22970,"The Cabin in the Woods","United States of America"
7278,"Meet the Spartans","United States of America"
9013,"Midnight Run","United States of America"
865,"The Running Man","United States of America"
10776,"Little Shop of Horrors","United States of America"
50456,"Hanna","Germany"
50456,"Hanna","United Kingdom"
50456,"Hanna","United States of America"
9823,"Mortal Kombat: Annihilation","United States of America"
59861,"Larry Crowne","United States of America"
133805,"Carrie","United States of America"
12763,"Take the Lead","United States of America"
9766,"Gridiron Gang","United States of America"
14034,"What's the Worst That Could Happen?","United States of America"
12244,"9","United States of America"
109421,"Side Effects","United States of America"
11137,"The Prince & Me","Czech Republic"
11137,"The Prince & Me","United States of America"
51162,"Winnie the Pooh","United States of America"
10152,"Dumb and Dumberer: When Harry Met Lloyd","United States of America"
9452,"Bulworth","United States of America"
239566,"Get on Up","United States of America"
53113,"One True Thing","United States of America"
9271,"Virtuosity","United States of America"
4474,"My Super Ex-Girlfriend","United States of America"
184346,"Deliver Us from Evil","United States of America"
48340,"Sanctum","United States of America"
48340,"Sanctum","Australia"
14846,"Little Black Book","United States of America"
72207,"The Five-Year Engagement","United States of America"
16232,"Mr. 3000","United States of America"
43539,"The Next Three Days","United States of America"
43539,"The Next Three Days","France"
9920,"Ultraviolet","United States of America"
8978,"Assault on Precinct 13","United States of America"
8978,"Assault on Precinct 13","France"
11702,"The Replacement Killers","United States of America"
18550,"Fled","United States of America"
8869,"Eight Legged Freaks","Australia"
8869,"Eight Legged Freaks","United States of America"
43347,"Love & Other Drugs","United States of America"
3489,"88 Minutes","United States of America"
9701,"North Country","United States of America"
2122,"The Whole Ten Yards","United States of America"
37707,"Splice","Canada"
37707,"Splice","France"
37707,"Splice","United States of America"
10658,"Howard the Duck","United States of America"
13150,"Pride and Glory","United States of America"
13150,"Pride and Glory","Germany"
9042,"The Cave","Germany"
9042,"The Cave","United States of America"
17813,"Alex & Emma","United States of America"
11208,"Wicker Park","United States of America"
58151,"Fright Night","United Kingdom"
58151,"Fright Night","United States of America"
11400,"The New World","United States of America"
10350,"Wing Commander","Luxembourg"
10350,"Wing Commander","United States of America"
28902,"In Dreams","United States of America"
14164,"Dragonball Evolution","United States of America"
76640,"The Last Stand","United States of America"
11058,"Godsend","Canada"
11058,"Godsend","United States of America"
14844,"Chasing Liberty","United Kingdom"
14844,"Chasing Liberty","United States of America"
57089,"Hoodwinked Too! Hood VS. Evil","United States of America"
1947,"An Unfinished Life","United States of America"
1947,"An Unfinished Life","Germany"
8054,"The Imaginarium of Doctor Parnassus","Canada"
8054,"The Imaginarium of Doctor Parnassus","France"
8054,"The Imaginarium of Doctor Parnassus","United Kingdom"
46829,"Barney's Version","Canada"
46829,"Barney's Version","Italy"
146238,"Runner Runner","United States of America"
9989,"Antitrust","Canada"
9989,"Antitrust","United States of America"
9665,"Glory","United States of America"
311,"Once Upon a Time in America","United States of America"
311,"Once Upon a Time in America","Italy"
102362,"Dead Man Down","United States of America"
11162,"The Merchant of Venice","United Kingdom"
11162,"The Merchant of Venice","Italy"
11162,"The Merchant of Venice","Luxembourg"
11162,"The Merchant of Venice","United States of America"
6016,"The Good Thief","Canada"
6016,"The Good Thief","France"
6016,"The Good Thief","Ireland"
6016,"The Good Thief","United Kingdom"
17186,"Supercross","United States of America"
13967,"Miss Potter","United Kingdom"
13967,"Miss Potter","United States of America"
2008,"The Promise","China"
2008,"The Promise","Japan"
2008,"The Promise","South Korea"
9053,"DOA: Dead or Alive","Germany"
9053,"DOA: Dead or Alive","United Kingdom"
9053,"DOA: Dead or Alive","United States of America"
